"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response","16/880","56/18670",3.66246697439879e-09,1.79687426094473e-07,1.52857818595092e-07,"AICDA/GAPT/CD28/POU2F2/C17orf99/BTK/CD40LG/PTPRC/BATF/FOXP3/TBX21/CCR6/IL2/HLA-DQB1/EXO1/XCL1",16
"GO:0055074","calcium ion homeostasis","53/880","471/18670",3.93949487247532e-09,1.91306694878674e-07,1.62742183453706e-07,"PTH/MS4A1/CD19/CXCL13/P2RX5/CXCR5/TNFSF11/P2RY10/CCR4/GPR18/GPR174/TRPM8/CD52/CCL19/PRKCB/LCK/CORO1A/MCOLN2/CXCR3/FASLG/CXCR4/PTPRC/CCR9/CCL11/PLCB2/GPR55/GPR65/LPAR3/ADCY8/P2RX2/CCR7/CCR5/CCR6/DHRS7C/IL2/KNG1/CHRNA9/P2RX7/SNX10/METTL21C/CCR8/XCL1/CCR2/CXCL11/ATP2A3/S1PR4/PIK3CG/CSRP3/F2RL3/CCL7/TAC1/SCGN/CALCA",53
"GO:0048247","lymphocyte chemotaxis","17/880","64/18670",4.09488995631681e-09,1.96844255576886e-07,1.67452916235985e-07,"CXCL13/CCL22/CCL19/CCL17/CXCR3/CCL11/XCL2/CCL24/KLRC4-KLRK1/CCL20/XCL1/CCR2/CCL25/CXCL11/PIK3CG/PIK3CD/CCL7",17
"GO:0051250","negative regulation of lymphocyte activation","26/880","146/18670",4.39993024100056e-09,2.09392680169217e-07,1.7812770217777e-07,"PLA2G2D/TNFRSF13B/TIGIT/CTLA4/LAX1/BTK/LILRB1/RUNX3/LAG3/RIPOR2/PTPN22/SLA2/FOXP3/INPP5D/PGLYRP2/TBX21/IL2/JAK3/IFNL1/LST1/CD86/XCL1/PGLYRP4/FCGR2B/LGALS9C/TNFAIP8L2",26
"GO:0002237","response to molecule of bacterial origin","43/880","343/18670",4.93689611286326e-09,2.32620679218973e-07,1.978874669106e-07,"CXCL13/STAP1/AICDA/IL23R/CARD17/TNF/CD180/MIR142/IL24/LTA/CNR2/CSF2/TLR6/INAVA/CD6/IRF8/FASLG/LY86/LILRB1/TNIP3/KMO/CCR7/KLRC4-KLRK1/CCR5/PTPN22/CD96/ACP5/IL12B/CSF2RB/IL10RA/STAR/NR1H4/GFI1/NOD2/P2RX7/HAMP/CD86/CXCL11/NLRP7/CARD9/FCGR2B/TIMP4/TAC1",43
"GO:0051480","regulation of cytosolic calcium ion concentration","44/880","357/18670",5.53167534677423e-09,2.58090617404888e-07,2.19554420884352e-07,"MS4A1/CD19/CXCL13/P2RX5/CXCR5/P2RY10/CCR4/GPR18/GPR174/CD52/CCL19/LCK/CORO1A/MCOLN2/CXCR3/FASLG/CXCR4/PTPRC/CCR9/PLCB2/GPR55/GPR65/LPAR3/ADCY8/P2RX2/CCR7/CCR5/CCR6/DHRS7C/IL2/KNG1/CHRNA9/P2RX7/METTL21C/CCR8/XCL1/CCR2/CXCL11/S1PR4/PIK3CG/F2RL3/TAC1/SCGN/CALCA",44
"GO:0043383","negative T cell selection","8/880","12/18670",9.873430971495e-09,4.51804403782161e-07,3.84344286602933e-07,"CD28/AIRE/CD3E/ZAP70/PTPRC/DOCK2/THEMIS/CCR7",8
"GO:0072540","T-helper 17 cell lineage commitment","8/880","12/18670",9.873430971495e-09,4.51804403782161e-07,3.84344286602933e-07,"IRF4/IL23R/SLAMF6/LY9/IL12RB1/BATF/IL12B/TBX21",8
"GO:0006874","cellular calcium ion homeostasis","51/880","458/18670",1.10560160822895e-08,5.01100767005864e-07,4.26280078721659e-07,"PTH/MS4A1/CD19/CXCL13/P2RX5/CXCR5/P2RY10/CCR4/GPR18/GPR174/TRPM8/CD52/CCL19/PRKCB/LCK/CORO1A/MCOLN2/CXCR3/FASLG/CXCR4/PTPRC/CCR9/CCL11/PLCB2/GPR55/GPR65/LPAR3/ADCY8/P2RX2/CCR7/CCR5/CCR6/DHRS7C/IL2/KNG1/CHRNA9/P2RX7/METTL21C/CCR8/XCL1/CCR2/CXCL11/ATP2A3/S1PR4/PIK3CG/CSRP3/F2RL3/CCL7/TAC1/SCGN/CALCA",51
"GO:0002292","T cell differentiation involved in immune response","17/880","68/18670",1.1171318719072e-08,5.0155005456664e-07,4.26662281961778e-07,"IRF4/MYB/IL23R/SLAMF6/CCL19/LY9/EOMES/IL12RB1/IFNG/BATF/IL12B/FOXP3/TBX21/IL2/JAK3/IFNL1/CD86",17
"GO:1903708","positive regulation of hemopoiesis","29/880","185/18670",1.18381760509495e-08,5.26522241368868e-07,4.47905805134796e-07,"TNFSF11/MYB/IL23R/TNF/CCL19/BTK/EVI2B/TESPA1/IL12RB1/SASH3/ZAP70/IL7R/PTPRC/CD27/IFNG/POU4F1/TNFSF9/RUNX3/RASGRP1/IL12B/NCKAP1L/FOXP3/IL17A/INPP5D/IL2/TOX/CD83/CD86/HSPA1B",29
"GO:0030593","neutrophil chemotaxis","21/880","104/18670",1.35474700459643e-08,5.96966758784666e-07,5.07832064296087e-07,"CXCL13/CCL22/CCL19/CCL17/RAC2/CCL11/XCL2/VAV1/CCL24/RIPOR2/CCR7/JAML/NCKAP1L/CCL20/XCL1/CCL25/CXCL11/PIK3CG/ITGB2/PIK3CD/CCL7",21
"GO:0002287","alpha-beta T cell activation involved in immune response","16/880","61/18670",1.4288121907012e-08,6.18156110504274e-07,5.25857577553762e-07,"IRF4/MYB/IL23R/SLAMF6/CCL19/LY9/EOMES/IL12RB1/IFNG/BATF/IL12B/FOXP3/TBX21/IL2/JAK3/CD86",16
"GO:0002293","alpha-beta T cell differentiation involved in immune response","16/880","61/18670",1.4288121907012e-08,6.18156110504274e-07,5.25857577553762e-07,"IRF4/MYB/IL23R/SLAMF6/CCL19/LY9/EOMES/IL12RB1/IFNG/BATF/IL12B/FOXP3/TBX21/IL2/JAK3/CD86",16
"GO:0097529","myeloid leukocyte migration","31/880","210/18670",1.60846325841574e-08,6.89610508720767e-07,5.86642929527449e-07,"CXCL13/STAP1/TNFSF11/CCL22/CCL19/CCL17/RAC2/MCOLN2/CCL11/XCL2/CD200R1/VAV1/CCL24/RIPOR2/CCR7/JAML/NCKAP1L/IL17A/CCL20/PTPRO/XCL1/CCR2/CCL25/CXCL11/PIK3CG/ITGB2/PIK3CD/CYP19A1/CCL7/CHGA/CALCA",31
"GO:0032663","regulation of interleukin-2 production","15/880","54/18670",1.72554398656764e-08,7.33202127863876e-07,6.23725768076988e-07,"IRF4/CD28/CARD11/SASH3/CD3E/PTPRC/LAG3/FOXP3/TBX21/NR1H4/CD83/CD86/XCL1/CCR2/CARD9",15
"GO:0032623","interleukin-2 production","16/880","62/18670",1.84231559499837e-08,7.75892028017455e-07,6.600415256976e-07,"IRF4/CD28/CARD11/SASH3/CD3E/CD247/PTPRC/LAG3/FOXP3/TBX21/NR1H4/CD83/CD86/XCL1/CCR2/CARD9",16
"GO:0072503","cellular divalent inorganic cation homeostasis","53/880","493/18670",1.88874678295262e-08,7.85393341466501e-07,6.68124172765212e-07,"PTH/MS4A1/CD19/CXCL13/P2RX5/CXCR5/P2RY10/CCR4/GPR18/GPR174/TRPM8/CD52/CCL19/PRKCB/LCK/CORO1A/MCOLN2/CXCR3/FASLG/CXCR4/PTPRC/CCR9/CCL11/PLCB2/GPR55/GPR65/LPAR3/ADCY8/P2RX2/CCR7/CCR5/CCR6/DHRS7C/IL2/KNG1/CHRNA9/P2RX7/METTL21C/CCR8/XCL1/CCR2/CXCL11/ATP2A3/S1PR4/PIK3CG/CSRP3/F2RL3/MT1A/CCL7/MT1B/TAC1/SCGN/CALCA",53
"GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","9/880","17/18670",1.90526062820459e-08,7.85393341466501e-07,6.68124172765212e-07,"IRF4/IL23R/SLAMF6/LY9/IL12RB1/BATF/IL12B/FOXP3/TBX21",9
"GO:0045088","regulation of innate immune response","50/880","452/18670",1.9143859552451e-08,7.85393341466501e-07,6.68124172765212e-07,"TLR10/FCRL3/AIM2/IRF4/NCR3/TREML2/ZBP1/SLAMF6/BTK/CARD11/PYHIN1/TLR6/INAVA/LILRA4/SH2D1A/MUC16/LILRB1/TNIP3/CLEC4C/TLR7/IFNG/TXK/VAV1/GBP5/NLRP6/RASGRP1/LAG3/BIRC3/KLRC4-KLRK1/PTPN22/CD96/IL12B/CRTAM/BPIFB1/PGLYRP2/NCR1/ICAM3/NLRC3/NR1H4/GFI1/NOD2/CR1/CLEC6A/PSMA8/CARD9/PGLYRP4/COCH/FCGR2B/HSPA1B/ITGB2",50
"GO:0002440","production of molecular mediator of immune response","37/880","286/18670",2.5453660091925e-08,1.03533306305531e-06,8.80744729766474e-07,"AICDA/FCRL3/GAPT/MZB1/VPREB3/LAX1/VPREB1/CD28/POU2F2/TNF/C17orf99/BTK/CARD11/INAVA/SASH3/POLQ/CD40LG/LILRB1/IL7R/PTPRC/CD244/TMIGD2/BATF/CD96/IL12B/FOXP3/TBX21/CCR6/IL2/NOD2/HLA-DQB1/JAK3/EXO1/XCL1/CCR2/FCGR2B/CHGA",37
"GO:0050727","regulation of inflammatory response","52/880","485/18670",2.81757249476848e-08,1.13634131377993e-06,9.66671169926814e-07,"CD19/CR2/TLR10/STAP1/TNFSF11/IL22RA2/MIR205/CD28/TNF/BTK/MIR142/LTA/CNR2/TLR6/CD6/PBK/TLR7/PTPRC/CD200R1/GBP5/CCL24/NLRP6/BIRC3/CCR7/C8A/ACP5/IL12B/FOXP3/IL17A/SIGLEC10/NLRC3/IL2/NR1H4/CR1L/NOD2/CR1/GPSM3/ADCY7/CD5L/XCL1/CCR2/AHSG/NLRP7/TAFA3/FCGR2B/TNFAIP8L2/PIK3CG/FANCA/CST7/CYP19A1/MMP3/TAC1",52
"GO:1990266","neutrophil migration","22/880","118/18670",2.85275070980617e-08,1.14086055697207e-06,9.70515632898235e-07,"CXCL13/CCL22/CCL19/CCL17/RAC2/MCOLN2/CCL11/XCL2/VAV1/CCL24/RIPOR2/CCR7/JAML/NCKAP1L/CCL20/XCL1/CCL25/CXCL11/PIK3CG/ITGB2/PIK3CD/CCL7",22
"GO:0050663","cytokine secretion","33/880","240/18670",3.29768532881213e-08,1.30780703998474e-06,1.11253489250978e-06,"TLR10/IL26/AIM2/CLECL1/CARD17/TNF/CCL19/HMHB1/CARD11/MIR155/TLR6/MCOLN2/LILRB1/CD2/IFNG/CD200R1/CD244/GBP5/KLRF2/RASGRP1/CCR7/PTPN22/FOXP3/CRTAM/IL17A/NR1H4/NOD2/CLEC6A/P2RX7/BTN3A1/NLRP7/FCGR2B/LGALS9C",33
"GO:0001913","T cell mediated cytotoxicity","14/880","49/18670",3.48223137788086e-08,1.36958174606075e-06,1.16508585292125e-06,"IL23R/CD1A/CD1E/CD1C/IL12RB1/LILRB1/IL7R/PTPRC/GZMM/IL12B/P2RX7/CD1B/XCL1/FCGR2B",14
"GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","12/880","36/18670",4.89906145611361e-08,1.91103553029874e-06,1.62569373254641e-06,"MYB/IL23R/CCL19/IL12RB1/SASH3/IFNG/IL12B/NCKAP1L/FOXP3/CD83/CD86/XCL1",12
"GO:0019724","B cell mediated immunity","31/880","221/18670",5.38823847816073e-08,2.08476641606235e-06,1.77348439768987e-06,"FCER2/CD19/CR2/IGLL5/AICDA/GAPT/CD28/POU2F2/TNF/C17orf99/BTK/LTA/CD70/CD40LG/PTPRC/CD27/IGLL1/C8A/BATF/SLA2/FOXP3/INPP5D/MBL2/TBX21/CCR6/IL2/HLA-DQB1/CR1/EXO1/XCL1/FCGR2B",31
"GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","11/880","30/18670",5.74183011306072e-08,2.20365883129484e-06,1.87462467018944e-06,"MYB/IL23R/CCL19/IL12RB1/SASH3/IFNG/IL12B/NCKAP1L/FOXP3/CD83/CD86",11
"GO:0002363","alpha-beta T cell lineage commitment","9/880","19/18670",6.6465102632915e-08,2.49060963330742e-06,2.11873008475915e-06,"IRF4/IL23R/SLAMF6/LY9/IL12RB1/BATF/IL12B/FOXP3/TBX21",9
"GO:0045076","regulation of interleukin-2 biosynthetic process","9/880","19/18670",6.6465102632915e-08,2.49060963330742e-06,2.11873008475915e-06,"IRF4/CD28/CARD11/CD3E/PTPRC/LAG3/FOXP3/CD86/CARD9",9
"GO:0046641","positive regulation of alpha-beta T cell proliferation","9/880","19/18670",6.6465102632915e-08,2.49060963330742e-06,2.11873008475915e-06,"CD28/CD3E/ZAP70/PTPRC/RASAL3/IL12B/EBI3/XCL1/CCR2",9
"GO:0032103","positive regulation of response to external stimulus","39/880","323/18670",7.13362403717307e-08,2.65225912444583e-06,2.25624326044142e-06,"CXCL13/TLR10/STAP1/TNFSF11/CCR4/CD28/TNF/CCL19/CD180/BTK/MIR142/LTA/TLR6/CD6/RAC2/LY86/APOH/CXCR4/TLR7/XCL2/GBP5/CCL24/RIPOR2/CCR7/HRG/IL12B/NCKAP1L/IL17A/CCR6/IL2/TIAM1/NOD2/GPSM3/XCL1/CCR2/TAFA3/PIK3CG/CCL7/TAC1",39
"GO:0042035","regulation of cytokine biosynthetic process","21/880","114/18670",7.29766363457433e-08,2.69221559976273e-06,2.29023372815772e-06,"LTB/IRF4/CD28/TNF/CARD11/TLR6/CD3E/LILRB1/TLR7/PTPRC/IFNG/IGF2BP1/LAG3/IL12B/FOXP3/INPP5D/EBI3/CYBB/CD86/CCR2/CARD9",21
"GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","15/880","60/18670",8.13713594936782e-08,2.97376551095782e-06,2.52974467328249e-06,"IRF4/MYB/IL23R/SLAMF6/CCL19/LY9/IL12RB1/IFNG/BATF/IL12B/FOXP3/TBX21/IL2/JAK3/CD86",15
"GO:0001776","leukocyte homeostasis","18/880","86/18670",8.18582227223103e-08,2.97376551095782e-06,2.52974467328249e-06,"TNFRSF13B/GAPT/GPR174/TNFRSF17/SIT1/CORO1A/FLT3/FOXN1/NCKAP1L/FOXP3/CCNB2/IL2/JAK3/P2RX7/CCR2/DOCK10/PIK3CD/SLC7A11",18
"GO:0000280","nuclear division","45/880","407/18670",1.00274463097634e-07,3.61519825667911e-06,3.07540338974085e-06,"MYBL2/CD28/DAZL/AURKB/DLGAP5/KIF18B/BUB1/MKI67/UBE2C/HORMAD2/MEI1/ASPM/DNMT3L/TOP2A/NCAPG/BUB1B/CDC25C/BRIP1/NUF2/CENPF/KIF4A/BRDT/NUSAP1/HASPIN/BIRC5/MYBL1/NCAPH/KIF14/ESPL1/SGO1/CENPK/KIFC1/TPX2/NDC80/TEX11/BRCA2/PKMYT1/CENPE/TACC3/FBXO43/HSPA1B/STAG3/FANCA/CDCA5/NEUROG1",45
"GO:0002377","immunoglobulin production","28/880","193/18670",1.15070939538845e-07,4.11227137117751e-06,3.49825719546316e-06,"AICDA/FCRL3/GAPT/MZB1/VPREB3/LAX1/VPREB1/CD28/POU2F2/TNF/C17orf99/BTK/CARD11/SASH3/POLQ/CD40LG/IL7R/PTPRC/TMIGD2/BATF/FOXP3/TBX21/CCR6/IL2/HLA-DQB1/EXO1/XCL1/FCGR2B",28
"GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","9/880","20/18670",1.1578994825337e-07,4.11227137117751e-06,3.49825719546316e-06,"IRF4/IL23R/SLAMF6/LY9/IL12RB1/BATF/IL12B/FOXP3/TBX21",9
"GO:0032496","response to lipopolysaccharide","39/880","330/18670",1.26527201085498e-07,4.46031814789544e-06,3.79433618225984e-06,"CXCL13/STAP1/AICDA/IL23R/CARD17/TNF/CD180/MIR142/IL24/LTA/CNR2/CSF2/CD6/IRF8/FASLG/LY86/LILRB1/TNIP3/KMO/CCR7/KLRC4-KLRK1/CCR5/PTPN22/CD96/ACP5/IL12B/CSF2RB/IL10RA/STAR/NR1H4/GFI1/NOD2/P2RX7/HAMP/CD86/CXCL11/NLRP7/TIMP4/TAC1",39
"GO:0001916","positive regulation of T cell mediated cytotoxicity","10/880","26/18670",1.37149814112727e-07,4.72968090842368e-06,4.02347967259762e-06,"IL23R/CD1A/CD1E/CD1C/IL12RB1/PTPRC/IL12B/P2RX7/CD1B/XCL1",10
"GO:0002360","T cell lineage commitment","10/880","26/18670",1.37149814112727e-07,4.72968090842368e-06,4.02347967259762e-06,"IRF4/IL23R/SLAMF6/LY9/IL12RB1/BATF/IL12B/FOXN1/FOXP3/TBX21",10
"GO:0072539","T-helper 17 cell differentiation","10/880","26/18670",1.37149814112727e-07,4.72968090842368e-06,4.02347967259762e-06,"IRF4/IL23R/SLAMF6/LY9/IL12RB1/BATF/IL12B/FOXP3/TBX21/IL2",10
"GO:0045060","negative thymic T cell selection","7/880","11/18670",1.41076064444564e-07,4.83007906972433e-06,4.10888711740852e-06,"CD28/AIRE/CD3E/ZAP70/PTPRC/DOCK2/CCR7",7
"GO:0050777","negative regulation of immune response","24/880","150/18670",1.43629471585519e-07,4.88237610911061e-06,4.15337554675118e-06,"CTLA4/TNF/CD84/LILRB1/IL7R/PTPRC/PDCD1/NLRP6/CD96/IL12B/FOXP3/INPP5D/ALOX15/PGLYRP2/TBX21/NLRC3/IL2/CR1/JAK3/IFNL1/XCL1/CCR2/PGLYRP4/FCGR2B",24
"GO:0050853","B cell receptor signaling pathway","22/880","129/18670",1.49714294804301e-07,5.05312290052247e-06,4.29862768060726e-06,"PAX5/MS4A1/CD19/CD79A/STAP1/IGLL5/BLK/FCRL3/CTLA4/CD79B/KLHL6/BTK/PRKCB/LCK/ITK/PTPRC/IGLL1/LAT2/PTPN22/NCKAP1L/FCGR2B/PIK3CD",22
"GO:0002685","regulation of leukocyte migration","28/880","196/18670",1.60079919290396e-07,5.36493194297883e-06,4.56387968562537e-06,"CXCL13/STAP1/GPR18/TNF/CCL19/AIRE/TNFRSF18/RAC2/CXCR3/ITGA4/XCL2/CD200R1/CCL24/RIPOR2/CCR7/KLRC4-KLRK1/NCKAP1L/CCL20/MADCAM1/CCR6/ADTRP/GPSM3/DOCK8/XCL1/CCR2/CCL25/CYP19A1/CCL7",28
"GO:2000401","regulation of lymphocyte migration","15/880","63/18670",1.63659098370941e-07,5.42917044585809e-06,4.61852656678652e-06,"CXCL13/AIRE/ITGA4/XCL2/CD200R1/RIPOR2/KLRC4-KLRK1/CCL20/MADCAM1/CCR6/ADTRP/DOCK8/XCL1/CCR2/CCL7",15
"GO:0046638","positive regulation of alpha-beta T cell differentiation","13/880","47/18670",1.64278324060425e-07,5.42917044585809e-06,4.61852656678652e-06,"MYB/IL23R/CCL19/IL12RB1/SASH3/ZAP70/IFNG/RUNX3/IL12B/NCKAP1L/FOXP3/CD83/CD86",13
"GO:0046633","alpha-beta T cell proliferation","11/880","33/18670",1.78602020200334e-07,5.86184147678198e-06,4.98659433532111e-06,"CD28/CD3E/ZAP70/PTPRC/DOCK2/RASAL3/IL12B/EBI3/XCL1/CCR2/LGALS9C",11
"GO:0097530","granulocyte migration","23/880","141/18670",1.81692025531204e-07,5.92241335276026e-06,5.03812206339588e-06,"CXCL13/CCL22/CCL19/CCL17/RAC2/MCOLN2/CCL11/XCL2/VAV1/CCL24/RIPOR2/CCR7/JAML/NCKAP1L/IL17A/CCL20/XCL1/CCL25/CXCL11/PIK3CG/ITGB2/PIK3CD/CCL7",23
"GO:0030183","B cell differentiation","22/880","131/18670",1.98052042048052e-07,6.41176644970532e-06,5.45440854791844e-06,"MS4A1/CD19/CR2/CD79A/AICDA/FCRL3/CD79B/POU2F2/C17orf99/BTK/CARD11/IKZF3/CD40LG/ITGA4/PTPRC/CD27/FLT3/NCKAP1L/INPP5D/JAK3/DOCK10/FCGR2B",22
"GO:0002228","natural killer cell mediated immunity","15/880","64/18670",2.04533970384732e-07,6.57687273689825e-06,5.59486237624239e-06,"NCR3/SLAMF7/SLAMF6/CORO1A/SH2D1A/LILRB1/VAV1/KLRF2/RASGRP1/LAG3/KLRC4-KLRK1/CD96/IL12B/CRTAM/NCR1",15
"GO:0002295","T-helper cell lineage commitment","8/880","16/18670",2.16748522113208e-07,6.92286051501178e-06,5.88918979899256e-06,"IRF4/IL23R/SLAMF6/LY9/IL12RB1/BATF/IL12B/TBX21",8
"GO:0002312","B cell activation involved in immune response","16/880","73/18670",2.18330101023521e-07,6.92688633847292e-06,5.89261451604535e-06,"CD19/AICDA/GAPT/CD28/CD180/C17orf99/CD40LG/PTPRC/BATF/FOXP3/TBX21/CCR6/IL2/EXO1/DOCK10/FCGR2B",16
"GO:0045066","regulatory T cell differentiation","11/880","34/18670",2.52819170590062e-07,7.96573434990485e-06,6.77634936789773e-06,"PLA2G2D/CTLA4/CD28/TNFRSF18/FUT7/IFNG/LAG3/FOXP3/IL2/CR1/FANCA",11
"GO:0050854","regulation of antigen receptor-mediated signaling pathway","15/880","65/18670",2.54421437525853e-07,7.96573434990485e-06,6.77634936789773e-06,"PAX5/CD19/STAP1/BLK/FCRL3/PRKCB/KCNN4/TRAT1/LCK/TESPA1/UBASH3A/PTPRC/CCR7/PTPN22/FCGR2B",15
"GO:2000106","regulation of leukocyte apoptotic process","17/880","83/18670",2.60248810456901e-07,8.09492868604178e-06,6.88625335409179e-06,"CCL19/BTK/AURKB/CD3G/LILRB1/IL7R/CD27/PDCD1/CCR7/CCR5/IL2/NOD2/JAK3/P2RX7/DOCK8/PIK3CD/SLC7A11",17
"GO:0042089","cytokine biosynthetic process","21/880","123/18670",2.80478131867126e-07,8.61158341648809e-06,7.3257649926042e-06,"LTB/IRF4/CD28/TNF/CARD11/TLR6/CD3E/LILRB1/TLR7/PTPRC/IFNG/IGF2BP1/LAG3/IL12B/FOXP3/INPP5D/EBI3/CYBB/CD86/CCR2/CARD9",21
"GO:0071621","granulocyte chemotaxis","21/880","123/18670",2.80478131867126e-07,8.61158341648809e-06,7.3257649926042e-06,"CXCL13/CCL22/CCL19/CCL17/RAC2/CCL11/XCL2/VAV1/CCL24/RIPOR2/CCR7/JAML/NCKAP1L/CCL20/XCL1/CCL25/CXCL11/PIK3CG/ITGB2/PIK3CD/CCL7",21
"GO:0045089","positive regulation of innate immune response","42/880","381/18670",2.90198133871732e-07,8.85290332753573e-06,7.53105278590204e-06,"TLR10/FCRL3/AIM2/IRF4/NCR3/ZBP1/SLAMF6/BTK/CARD11/PYHIN1/TLR6/INAVA/LILRA4/SH2D1A/MUC16/TNIP3/CLEC4C/TLR7/TXK/VAV1/GBP5/NLRP6/RASGRP1/LAG3/BIRC3/KLRC4-KLRK1/PTPN22/IL12B/CRTAM/BPIFB1/PGLYRP2/ICAM3/NR1H4/GFI1/NOD2/CLEC6A/PSMA8/CARD9/PGLYRP4/COCH/HSPA1B/ITGB2",42
"GO:0042094","interleukin-2 biosynthetic process","9/880","22/18670",3.14841757642634e-07,9.54351544344774e-06,8.11854776998706e-06,"IRF4/CD28/CARD11/CD3E/PTPRC/LAG3/FOXP3/CD86/CARD9",9
"GO:0042107","cytokine metabolic process","21/880","124/18670",3.22917469337923e-07,9.7263559277163e-06,8.27408785525418e-06,"LTB/IRF4/CD28/TNF/CARD11/TLR6/CD3E/LILRB1/TLR7/PTPRC/IFNG/IGF2BP1/LAG3/IL12B/FOXP3/INPP5D/EBI3/CYBB/CD86/CCR2/CARD9",21
"GO:0042093","T-helper cell differentiation","14/880","58/18670",3.52077773570443e-07,1.05012507974767e-05,8.93328111104615e-06,"IRF4/MYB/IL23R/SLAMF6/CCL19/LY9/IL12RB1/BATF/IL12B/FOXP3/TBX21/IL2/JAK3/CD86",14
"GO:0045622","regulation of T-helper cell differentiation","11/880","35/18670",3.53057391804216e-07,1.05012507974767e-05,8.93328111104615e-06,"IRF4/MYB/IL23R/CCL19/IL12RB1/IL12B/FOXP3/TBX21/IL2/JAK3/CD86",11
"GO:0042108","positive regulation of cytokine biosynthetic process","15/880","67/18670",3.88417973445951e-07,1.14812492896229e-05,9.76695342185766e-06,"LTB/IRF4/CD28/TNF/CARD11/TLR6/CD3E/TLR7/PTPRC/IFNG/IL12B/EBI3/CYBB/CD86/CCR2",15
"GO:0016064","immunoglobulin mediated immune response","29/880","218/18670",4.52089856273622e-07,1.32700729659255e-05,1.12886830773713e-05,"FCER2/CD19/CR2/IGLL5/AICDA/GAPT/CD28/POU2F2/TNF/C17orf99/BTK/LTA/CD40LG/PTPRC/CD27/IGLL1/C8A/BATF/FOXP3/INPP5D/MBL2/TBX21/CCR6/IL2/HLA-DQB1/CR1/EXO1/XCL1/FCGR2B",29
"GO:0072538","T-helper 17 type immune response","10/880","29/18670",4.5451184985204e-07,1.32700729659255e-05,1.12886830773713e-05,"IRF4/IL23R/SLAMF6/LY9/IL12RB1/BATF/IL12B/FOXP3/TBX21/IL2",10
"GO:0002712","regulation of B cell mediated immunity","13/880","51/18670",4.66815275584062e-07,1.34640842212397e-05,1.14537259961487e-05,"FCER2/CD28/TNF/C17orf99/BTK/LTA/PTPRC/FOXP3/TBX21/IL2/CR1/XCL1/FCGR2B",13
"GO:0002889","regulation of immunoglobulin mediated immune response","13/880","51/18670",4.66815275584062e-07,1.34640842212397e-05,1.14537259961487e-05,"FCER2/CD28/TNF/C17orf99/BTK/LTA/PTPRC/FOXP3/TBX21/IL2/CR1/XCL1/FCGR2B",13
"GO:0032733","positive regulation of interleukin-10 production","11/880","36/18670",4.86846773791173e-07,1.39572517859771e-05,1.18732574001322e-05,"IRF4/TIGIT/CD28/INAVA/SASH3/CD40LG/IL12B/NOD2/CD83/XCL1/LGALS9C",11
"GO:0045165","cell fate commitment","33/880","270/18670",5.4349105621703e-07,1.54878678834542e-05,1.31753331371617e-05,"IRF4/IL23R/ISL2/GSX2/SLAMF6/WNT10A/LY9/EOMES/IL12RB1/GDF7/GCM1/MIAT/WNT7A/POU4F1/WNT1/WNT3A/PTF1A/BATF/BCL11B/IL12B/FOXN1/FOXP3/TBX21/WNT16/WNT8B/DMRTA2/BARHL2/WNT10B/TBX20/ATOH1/NEUROG1/FEV/TBX5",33
"GO:0001818","negative regulation of cytokine production","35/880","296/18670",5.49708087393627e-07,1.55288662199195e-05,1.32102099029673e-05,"TIGIT/IL23R/GPR18/CARD17/TNF/BTK/MIR155/TLR6/LILRA4/CD84/LILRB1/PTPRC/SLAMF1/IFNG/CD200R1/LAG3/PTPN22/CD96/ACP5/IL12B/NCKAP1L/FOXP3/INPP5D/TBX21/NLRC3/NR1H4/JAK3/IFNL1/CD83/ADCY7/XCL1/NLRP7/PGLYRP4/FCGR2B/LGALS9C",35
"GO:0042267","natural killer cell mediated cytotoxicity","14/880","60/18670",5.51455850213573e-07,1.55288662199195e-05,1.32102099029673e-05,"NCR3/SLAMF7/SLAMF6/CORO1A/SH2D1A/LILRB1/VAV1/KLRF2/RASGRP1/LAG3/KLRC4-KLRK1/IL12B/CRTAM/NCR1",14
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","21/880","129/18670",6.37834893303446e-07,1.78556250425359e-05,1.51895541773687e-05,"PLA2G2D/TIGIT/CTLA4/LAX1/LILRB1/RUNX3/LAG3/RIPOR2/PTPN22/FOXP3/TBX21/IL2/ADTRP/JAK3/IFNL1/CD86/XCL1/CCL25/FCGR2B/LGALS9C/TNFAIP8L2",21
"GO:0046640","regulation of alpha-beta T cell proliferation","10/880","30/18670",6.53058624212755e-07,1.81748888457807e-05,1.54611478530148e-05,"CD28/CD3E/ZAP70/PTPRC/RASAL3/IL12B/EBI3/XCL1/CCR2/LGALS9C",10
"GO:0045059","positive thymic T cell selection","7/880","13/18670",6.74938159587057e-07,1.86745971015977e-05,1.58862433400968e-05,"CD3D/CD3G/CD3E/ZAP70/PTPRC/DOCK2/FOXN1",7
